Video Analysis Log - prema
Video Duration: 269.07 seconds
Change Threshold: 4.0%
Start Time: 2s
==================================================


>>> INITIAL SCREENSHOT A CAPTURED at 2.2s
Time 173.4s: 0.0% different
Time 173.6s: 0.3% different
Time 173.8s: 0.3% different
Time 174.0s: 0.0% different
Time 174.2s: 0.3% different
Time 174.4s: 0.3% different
Time 174.6s: 0.0% different
Time 174.8s: 0.3% different
Time 175.0s: 0.3% different
Time 175.2s: 0.0% different
Time 175.4s: 0.3% different
Time 175.6s: 10.9% different

>>> SCREENSHOT A CAPTURED at 175.6s (10.9% >= 4.0%)
Time 175.8s: 0.0% different
Time 176.0s: 0.3% different
Time 176.2s: 0.3% different
Time 176.4s: 0.0% different
Time 176.6s: 0.3% different
Time 176.8s: 0.3% different
Time 177.0s: 0.3% different
Time 177.2s: 0.0% different
Time 177.4s: 0.3% different
Time 177.6s: 0.0% different
Time 177.8s: 0.3% different
Time 178.0s: 0.3% different
Time 178.2s: 0.3% different
Time 178.4s: 0.0% different
Time 178.6s: 0.3% different
Time 178.8s: 0.3% different
Time 179.0s: 0.0% different
Time 179.2s: 0.3% different
Time 179.4s: 0.3% different
Time 179.6s: 0.0% different
Time 179.8s: 0.3% different
Time 180.0s: 0.3% different
Time 180.2s: 0.0% different
Time 180.4s: 0.3% different
Time 180.6s: 0.3% different
Time 180.8s: 0.0% different
Time 181.0s: 0.3% different
Time 181.2s: 0.3% different
Time 181.4s: 0.0% different
Time 181.6s: 0.3% different
Time 181.8s: 0.3% different
Time 182.0s: 0.0% different
Time 182.2s: 0.3% different
Time 182.4s: 0.3% different
Time 182.6s: 0.0% different
Time 182.8s: 0.3% different
Time 183.0s: 0.3% different
Time 183.2s: 0.0% different
Time 183.4s: 0.3% different
Time 183.6s: 0.3% different
Time 183.8s: 0.0% different
Time 184.0s: 0.3% different
Time 184.2s: 0.3% different
Time 184.4s: 0.0% different
Time 184.6s: 0.3% different
Time 184.8s: 0.3% different
Time 185.0s: 0.0% different
Time 185.2s: 0.3% different
Time 185.4s: 0.3% different
Time 185.6s: 0.0% different
Time 185.8s: 0.3% different
Time 186.0s: 0.3% different
Time 186.2s: 0.3% different
Time 186.4s: 0.0% different
Time 186.6s: 0.3% different
Time 186.8s: 0.0% different
Time 187.0s: 0.3% different
Time 187.2s: 0.3% different
Time 187.4s: 0.3% different
Time 187.6s: 0.0% different
Time 187.8s: 0.3% different
Time 188.0s: 0.3% different
Time 188.2s: 0.0% different
Time 188.4s: 0.3% different
Time 188.6s: 0.3% different
Time 188.8s: 0.0% different
Time 189.0s: 0.3% different
Time 189.2s: 0.3% different
Time 189.4s: 0.0% different
Time 189.6s: 0.3% different
Time 189.8s: 0.0% different
Time 190.0s: 11.2% different

>>> SCREENSHOT A CAPTURED at 190.0s (11.2% >= 4.0%)
Time 190.2s: 0.3% different
Time 190.4s: 0.3% different
Time 190.6s: 0.0% different
Time 190.8s: 0.3% different
Time 191.0s: 0.3% different
Time 191.2s: 0.0% different
Time 191.4s: 0.3% different
Time 191.6s: 0.3% different
Time 191.8s: 0.0% different
Time 192.0s: 0.3% different
Time 192.2s: 0.3% different
Time 192.4s: 0.0% different
Time 192.6s: 0.3% different
Time 192.8s: 0.3% different
Time 193.0s: 0.0% different
Time 193.2s: 0.3% different
Time 193.4s: 0.3% different
Time 193.6s: 0.0% different
Time 193.8s: 0.3% different
Time 194.0s: 0.3% different
Time 194.2s: 0.0% different
Time 194.4s: 0.3% different
Time 194.6s: 0.3% different
Time 194.8s: 0.0% different
Time 195.0s: 0.3% different
Time 195.2s: 0.3% different
Time 195.4s: 0.0% different
Time 195.6s: 0.3% different
Time 195.8s: 0.3% different
Time 196.0s: 0.3% different
Time 196.2s: 0.0% different
Time 196.4s: 0.3% different
Time 196.6s: 0.0% different
Time 196.8s: 0.3% different
Time 197.0s: 0.3% different
Time 197.2s: 0.3% different
Time 197.4s: 0.0% different
Time 197.6s: 0.3% different
Time 197.8s: 0.3% different
Time 198.0s: 0.0% different
Time 198.2s: 0.3% different
Time 198.4s: 0.3% different
Time 198.6s: 0.0% different
Time 198.8s: 0.3% different
Time 199.0s: 0.3% different
Time 199.2s: 0.0% different
Time 199.4s: 0.3% different
Time 199.6s: 0.3% different
Time 199.8s: 0.0% different
Time 200.0s: 0.3% different
Time 200.2s: 0.3% different
Time 200.4s: 0.0% different
Time 200.6s: 0.3% different
Time 200.8s: 0.3% different
Time 201.0s: 0.0% different
Time 201.2s: 0.3% different
Time 201.4s: 0.3% different
Time 201.6s: 0.0% different
Time 201.8s: 11.9% different

>>> SCREENSHOT A CAPTURED at 201.8s (11.9% >= 4.0%)
Time 202.0s: 0.3% different
Time 202.2s: 0.0% different
Time 202.4s: 0.3% different
Time 202.6s: 0.3% different
Time 202.8s: 0.0% different
Time 203.0s: 0.3% different
Time 203.2s: 0.3% different
Time 203.4s: 0.0% different
Time 203.6s: 0.3% different
Time 203.8s: 0.3% different
Time 204.0s: 0.0% different
Time 204.2s: 0.3% different
Time 204.4s: 0.3% different
Time 204.6s: 0.0% different
Time 204.8s: 0.3% different
Time 205.0s: 0.3% different
Time 205.2s: 0.0% different
Time 205.4s: 0.3% different
Time 205.6s: 0.3% different
Time 205.8s: 0.0% different
Time 206.0s: 0.3% different
Time 206.2s: 0.3% different
Time 206.4s: 0.0% different
Time 206.6s: 0.3% different
Time 206.8s: 0.3% different
Time 207.0s: 0.0% different
Time 207.2s: 0.3% different
Time 207.4s: 0.3% different
Time 207.6s: 0.3% different
Time 207.8s: 0.0% different
Time 208.0s: 0.3% different
Time 208.2s: 0.3% different
Time 208.4s: 0.0% different
Time 208.6s: 0.3% different
Time 208.8s: 0.0% different
Time 209.0s: 0.3% different
Time 209.2s: 0.3% different
Time 209.4s: 0.3% different
Time 209.6s: 0.0% different
Time 209.8s: 0.3% different
Time 210.0s: 0.3% different
Time 210.2s: 0.0% different
Time 210.4s: 0.3% different
Time 210.6s: 0.3% different
Time 210.8s: 0.0% different
Time 211.0s: 0.3% different
Time 211.2s: 0.3% different
Time 211.4s: 0.0% different
Time 211.6s: 0.3% different
Time 211.8s: 0.3% different
Time 212.0s: 0.0% different
Time 212.2s: 0.3% different
Time 212.4s: 0.3% different
Time 212.6s: 0.0% different
Time 212.8s: 0.3% different
Time 213.0s: 0.3% different
Time 213.2s: 0.0% different
Time 213.4s: 0.3% different
Time 213.6s: 12.2% different

>>> SCREENSHOT A CAPTURED at 213.6s (12.2% >= 4.0%)
Time 213.8s: 0.0% different
Time 214.0s: 0.3% different
Time 214.2s: 0.0% different
Time 214.4s: 0.3% different
Time 214.6s: 0.3% different
Time 214.8s: 0.3% different
Time 215.0s: 0.0% different
Time 215.2s: 0.3% different
Time 215.4s: 0.3% different
Time 215.6s: 0.0% different
Time 215.8s: 0.3% different
Time 216.0s: 0.3% different
Time 216.2s: 0.0% different
Time 216.4s: 0.3% different
Time 216.6s: 0.3% different
Time 216.8s: 0.0% different
Time 217.0s: 0.3% different
Time 217.2s: 0.3% different
Time 217.4s: 0.3% different
Time 217.6s: 0.0% different
Time 217.8s: 0.3% different
Time 218.0s: 0.0% different
Time 218.2s: 0.3% different
Time 218.4s: 0.3% different
Time 218.6s: 0.3% different
Time 218.8s: 0.0% different
Time 219.0s: 0.3% different
Time 219.2s: 0.3% different
Time 219.4s: 0.0% different
Time 219.6s: 0.3% different
Time 219.8s: 0.3% different
Time 220.0s: 0.0% different
Time 220.2s: 0.3% different
Time 220.4s: 0.3% different
Time 220.6s: 0.0% different
Time 220.8s: 0.3% different
Time 221.0s: 0.3% different
Time 221.2s: 0.0% different
Time 221.4s: 0.3% different
Time 221.6s: 0.3% different
Time 221.8s: 0.0% different
Time 222.0s: 0.3% different
Time 222.2s: 0.3% different
Time 222.4s: 0.0% different
Time 222.6s: 0.3% different
Time 222.8s: 0.3% different
Time 223.0s: 0.0% different
Time 223.2s: 0.3% different
Time 223.4s: 0.3% different
Time 223.6s: 0.0% different
Time 223.8s: 0.3% different
Time 224.0s: 0.3% different
Time 224.2s: 0.0% different
Time 224.4s: 0.3% different
Time 224.6s: 0.3% different
Time 224.8s: 0.0% different
Time 225.0s: 0.3% different
Time 225.2s: 0.3% different
Time 225.4s: 0.0% different
Time 225.6s: 10.6% different

>>> SCREENSHOT A CAPTURED at 225.6s (10.6% >= 4.0%)
Time 225.8s: 0.3% different
Time 226.0s: 0.0% different
Time 226.2s: 0.3% different
Time 226.4s: 0.3% different
Time 226.6s: 0.0% different
Time 226.8s: 0.3% different
Time 227.0s: 0.3% different
Time 227.2s: 0.3% different
Time 227.4s: 0.0% different
Time 227.6s: 0.3% different
Time 227.8s: 0.0% different
Time 228.0s: 0.3% different
Time 228.2s: 0.3% different
Time 228.4s: 0.3% different
Time 228.6s: 0.0% different
Time 228.8s: 0.3% different
Time 229.0s: 0.3% different
Time 229.2s: 0.0% different
Time 229.4s: 0.3% different
Time 229.6s: 0.3% different
Time 229.8s: 0.0% different
Time 230.0s: 0.3% different
Time 230.2s: 0.3% different
Time 230.4s: 0.0% different
Time 230.6s: 0.3% different
Time 230.8s: 0.3% different
Time 231.0s: 0.0% different
Time 231.2s: 0.3% different
Time 231.4s: 0.3% different
Time 231.6s: 0.0% different
Time 231.8s: 0.3% different
Time 232.0s: 0.3% different
Time 232.2s: 0.0% different
Time 232.4s: 0.3% different
Time 232.6s: 0.3% different
Time 232.8s: 0.0% different
Time 233.0s: 0.3% different
Time 233.2s: 0.3% different
Time 233.4s: 0.0% different
Time 233.6s: 0.3% different
Time 233.8s: 0.3% different
Time 234.0s: 0.0% different
Time 234.2s: 0.3% different
Time 234.4s: 0.0% different
Time 234.6s: 0.3% different
Time 234.8s: 0.3% different
Time 235.0s: 0.3% different
Time 235.2s: 0.0% different
Time 235.4s: 0.3% different
Time 235.6s: 0.3% different
Time 235.8s: 0.3% different
Time 236.0s: 0.0% different
Time 236.2s: 0.3% different
Time 236.4s: 0.0% different
Time 236.6s: 0.3% different
Time 236.8s: 0.3% different
Time 237.0s: 0.3% different
Time 237.2s: 0.0% different
Time 237.4s: 9.1% different

>>> SCREENSHOT A CAPTURED at 237.4s (9.1% >= 4.0%)
Time 237.6s: 0.3% different
Time 237.8s: 0.0% different
Time 238.0s: 0.3% different
Time 238.2s: 0.3% different
Time 238.4s: 0.0% different
Time 238.6s: 0.3% different
Time 238.8s: 0.0% different
Time 239.0s: 0.3% different
Time 239.2s: 0.3% different
Time 239.4s: 0.3% different
Time 239.6s: 0.0% different
Time 239.8s: 0.3% different
Time 240.0s: 0.3% different
Time 240.2s: 0.0% different
Time 240.4s: 0.3% different
Time 240.6s: 0.3% different
Time 240.8s: 0.0% different
Time 241.0s: 0.3% different
Time 241.2s: 0.3% different
Time 241.4s: 0.0% different
Time 241.6s: 0.3% different
Time 241.8s: 0.3% different
Time 242.0s: 0.0% different
Time 242.2s: 0.3% different
Time 242.4s: 0.3% different
Time 242.6s: 0.0% different
Time 242.8s: 0.3% different
Time 243.0s: 0.3% different
Time 243.2s: 0.0% different
Time 243.4s: 0.3% different
Time 243.6s: 0.3% different
Time 243.8s: 0.0% different
Time 244.0s: 0.3% different
Time 244.2s: 0.3% different
Time 244.4s: 0.0% different
Time 244.6s: 0.3% different
Time 244.8s: 0.3% different
Time 245.0s: 0.0% different
Time 245.2s: 0.3% different
Time 245.4s: 0.3% different
Time 245.6s: 0.0% different
Time 245.8s: 0.3% different
Time 246.0s: 0.3% different
Time 246.2s: 0.3% different
Time 246.4s: 0.0% different
Time 246.6s: 0.3% different
Time 246.8s: 0.0% different
Time 247.0s: 0.3% different
Time 247.2s: 0.3% different
Time 247.4s: 0.3% different
Time 247.6s: 0.0% different
Time 247.8s: 0.3% different
Time 248.0s: 0.0% different
Time 248.2s: 0.3% different
Time 248.4s: 0.3% different
Time 248.6s: 0.3% different
Time 248.8s: 0.0% different
Time 249.0s: 0.3% different
Time 249.2s: 0.0% different
Time 249.4s: 9.4% different

>>> SCREENSHOT A CAPTURED at 249.4s (9.4% >= 4.0%)
Time 249.6s: 0.3% different
Time 249.8s: 0.3% different
Time 250.0s: 0.0% different
Time 250.2s: 0.3% different
Time 250.4s: 0.3% different
Time 250.6s: 0.0% different
Time 250.8s: 0.3% different
Time 251.0s: 0.3% different
Time 251.2s: 0.0% different
Time 251.4s: 0.3% different
Time 251.6s: 0.3% different
Time 251.8s: 0.0% different
Time 252.0s: 0.3% different
Time 252.2s: 0.3% different
Time 252.4s: 0.0% different
Time 252.6s: 0.3% different
Time 252.8s: 0.3% different
Time 253.0s: 0.0% different
Time 253.2s: 0.3% different
Time 253.4s: 0.3% different
Time 253.6s: 0.0% different
Time 253.8s: 0.3% different
Time 254.0s: 0.3% different
Time 254.2s: 0.0% different
Time 254.4s: 0.3% different
Time 254.6s: 0.3% different
Time 254.8s: 0.0% different
Time 255.0s: 0.3% different
Time 255.2s: 0.3% different
Time 255.4s: 0.0% different
Time 255.6s: 0.3% different
Time 255.8s: 0.3% different
Time 256.0s: 0.0% different
Time 256.2s: 0.3% different
Time 256.4s: 0.3% different
Time 256.6s: 0.3% different
Time 256.8s: 0.0% different
Time 257.0s: 0.3% different
Time 257.2s: 0.0% different
Time 257.4s: 0.3% different
Time 257.6s: 0.3% different
Time 257.8s: 0.3% different
Time 258.0s: 0.0% different
Time 258.2s: 0.3% different
Time 258.4s: 0.0% different
Time 258.6s: 0.3% different
Time 258.8s: 0.2% different
Time 259.0s: 0.0% different
Time 259.2s: 0.0% different
Time 259.4s: 0.0% different
Time 259.6s: 0.4% different
Time 259.8s: 0.0% different
Time 260.0s: 0.0% different
Time 260.2s: 0.0% different
Time 260.4s: 90.7% different

>>> MAJOR SCENE CHANGE DETECTED at 260.4s (90.7% >= 70%)
>>> ABORTING CAPTURE PROCESS
>>> SCREENSHOT B CAPTURED at 4.7s (for A screenshot 1)
>>> SCREENSHOT B CAPTURED at 18.9s (for A screenshot 2)
>>> SCREENSHOT B CAPTURED at 33.1s (for A screenshot 3)
>>> SCREENSHOT B CAPTURED at 47.5s (for A screenshot 4)
>>> SCREENSHOT B CAPTURED at 59.3s (for A screenshot 5)
>>> SCREENSHOT B CAPTURED at 71.1s (for A screenshot 6)
>>> SCREENSHOT B CAPTURED at 83.1s (for A screenshot 7)
>>> SCREENSHOT B CAPTURED at 94.9s (for A screenshot 8)
>>> SCREENSHOT B CAPTURED at 106.9s (for A screenshot 9)
>>> SCREENSHOT B CAPTURED at 121.1s (for A screenshot 10)
>>> SCREENSHOT B CAPTURED at 135.3s (for A screenshot 11)
>>> SCREENSHOT B CAPTURED at 137.7s (for A screenshot 12)
>>> SCREENSHOT B CAPTURED at 142.5s (for A screenshot 13)
>>> SCREENSHOT B CAPTURED at 154.3s (for A screenshot 14)
>>> SCREENSHOT B CAPTURED at 156.7s (for A screenshot 15)
>>> SCREENSHOT B CAPTURED at 166.3s (for A screenshot 16)
>>> SCREENSHOT B CAPTURED at 178.1s (for A screenshot 17)
>>> SCREENSHOT B CAPTURED at 192.5s (for A screenshot 18)
>>> SCREENSHOT B CAPTURED at 204.3s (for A screenshot 19)
>>> SCREENSHOT B CAPTURED at 216.1s (for A screenshot 20)
>>> SCREENSHOT B CAPTURED at 228.1s (for A screenshot 21)
>>> SCREENSHOT B CAPTURED at 239.9s (for A screenshot 22)
>>> SCREENSHOT B CAPTURED at 251.9s (for A screenshot 23)

--- MERGING B SCREENSHOTS ---
✓ Merged screenshot_001_B_00m04s.jpg into screenshot_001_00m02s.jpg
✓ Deleted screenshot_001_B_00m04s.jpg
✓ Merged screenshot_002_B_00m18s.jpg into screenshot_002_00m16s.jpg
✓ Deleted screenshot_002_B_00m18s.jpg
✓ Merged screenshot_003_B_00m33s.jpg into screenshot_003_00m30s.jpg
✓ Deleted screenshot_003_B_00m33s.jpg
✓ Merged screenshot_004_B_00m47s.jpg into screenshot_004_00m44s.jpg
✓ Deleted screenshot_004_B_00m47s.jpg
✓ Merged screenshot_005_B_00m59s.jpg into screenshot_005_00m56s.jpg
✓ Deleted screenshot_005_B_00m59s.jpg
✓ Merged screenshot_006_B_01m11s.jpg into screenshot_006_01m08s.jpg
✓ Deleted screenshot_006_B_01m11s.jpg
✓ Merged screenshot_007_B_01m23s.jpg into screenshot_007_01m20s.jpg
✓ Deleted screenshot_007_B_01m23s.jpg
✓ Merged screenshot_008_B_01m34s.jpg into screenshot_008_01m32s.jpg
✓ Deleted screenshot_008_B_01m34s.jpg
✓ Merged screenshot_009_B_01m46s.jpg into screenshot_009_01m44s.jpg
✓ Deleted screenshot_009_B_01m46s.jpg
✓ Merged screenshot_010_B_02m01s.jpg into screenshot_010_01m58s.jpg
✓ Deleted screenshot_010_B_02m01s.jpg
✓ Merged screenshot_011_B_02m15s.jpg into screenshot_011_02m12s.jpg
✓ Deleted screenshot_011_B_02m15s.jpg
✓ Merged screenshot_012_B_02m17s.jpg into screenshot_012_02m15s.jpg
✓ Deleted screenshot_012_B_02m17s.jpg
✓ Merged screenshot_013_B_02m22s.jpg into screenshot_013_02m19s.jpg
✓ Deleted screenshot_013_B_02m22s.jpg
✓ Merged screenshot_014_B_02m34s.jpg into screenshot_014_02m31s.jpg
✓ Deleted screenshot_014_B_02m34s.jpg
✓ Merged screenshot_015_B_02m36s.jpg into screenshot_015_02m34s.jpg
✓ Deleted screenshot_015_B_02m36s.jpg
✓ Merged screenshot_016_B_02m46s.jpg into screenshot_016_02m43s.jpg
✓ Deleted screenshot_016_B_02m46s.jpg
✓ Merged screenshot_017_B_02m58s.jpg into screenshot_017_02m55s.jpg
✓ Deleted screenshot_017_B_02m58s.jpg
✓ Merged screenshot_018_B_03m12s.jpg into screenshot_018_03m09s.jpg
✓ Deleted screenshot_018_B_03m12s.jpg
✓ Merged screenshot_019_B_03m24s.jpg into screenshot_019_03m21s.jpg
✓ Deleted screenshot_019_B_03m24s.jpg
✓ Merged screenshot_020_B_03m36s.jpg into screenshot_020_03m33s.jpg
✓ Deleted screenshot_020_B_03m36s.jpg
✓ Merged screenshot_021_B_03m48s.jpg into screenshot_021_03m45s.jpg
✓ Deleted screenshot_021_B_03m48s.jpg
✓ Merged screenshot_022_B_03m59s.jpg into screenshot_022_03m57s.jpg
✓ Deleted screenshot_022_B_03m59s.jpg
✓ Merged screenshot_023_B_04m11s.jpg into screenshot_023_04m09s.jpg
✓ Deleted screenshot_023_B_04m11s.jpg
--- MERGE COMPLETE ---
Merged: 23 screenshots
Deleted: 23 B screenshots

==================================================
Analysis completed at 269.1s
Total A screenshots captured: 23
Total B screenshots captured: 23
B screenshots merged and deleted

==================================================
DUPLICATE REMOVAL ANALYSIS
==================================================
Total screenshots to analyze: 23
Similarity threshold: 0.1 (10.0%)
Analysis region: Top 20.0% of each image
Screenshots directory: C:\JH\extract_piano_score\prema\screenshots

KEPT: screenshot_001_00m02s.jpg (first screenshot - always kept)
COMPARED: screenshot_002_00m16s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2223 > 0.1 - not duplicate)
KEPT: screenshot_002_00m16s.jpg (unique screenshot)
COMPARED: screenshot_003_00m30s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2218 > 0.1 - not duplicate)
COMPARED: screenshot_003_00m30s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1201 > 0.1 - not duplicate)
KEPT: screenshot_003_00m30s.jpg (unique screenshot)
COMPARED: screenshot_004_00m44s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2116 > 0.1 - not duplicate)
COMPARED: screenshot_004_00m44s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1187 > 0.1 - not duplicate)
COMPARED: screenshot_004_00m44s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1216 > 0.1 - not duplicate)
KEPT: screenshot_004_00m44s.jpg (unique screenshot)
COMPARED: screenshot_005_00m56s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2173 > 0.1 - not duplicate)
COMPARED: screenshot_005_00m56s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1223 > 0.1 - not duplicate)
COMPARED: screenshot_005_00m56s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1207 > 0.1 - not duplicate)
COMPARED: screenshot_005_00m56s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1113 > 0.1 - not duplicate)
KEPT: screenshot_005_00m56s.jpg (unique screenshot)
COMPARED: screenshot_006_01m08s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2150 > 0.1 - not duplicate)
COMPARED: screenshot_006_01m08s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1151 > 0.1 - not duplicate)
COMPARED: screenshot_006_01m08s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1193 > 0.1 - not duplicate)
COMPARED: screenshot_006_01m08s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1076 > 0.1 - not duplicate)
COMPARED: screenshot_006_01m08s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1153 > 0.1 - not duplicate)
KEPT: screenshot_006_01m08s.jpg (unique screenshot)
COMPARED: screenshot_007_01m20s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2170 > 0.1 - not duplicate)
COMPARED: screenshot_007_01m20s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1173 > 0.1 - not duplicate)
COMPARED: screenshot_007_01m20s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1195 > 0.1 - not duplicate)
COMPARED: screenshot_007_01m20s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1102 > 0.1 - not duplicate)
COMPARED: screenshot_007_01m20s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1145 > 0.1 - not duplicate)
COMPARED: screenshot_007_01m20s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1076 > 0.1 - not duplicate)
KEPT: screenshot_007_01m20s.jpg (unique screenshot)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2142 > 0.1 - not duplicate)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1198 > 0.1 - not duplicate)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1191 > 0.1 - not duplicate)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1130 > 0.1 - not duplicate)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1155 > 0.1 - not duplicate)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1099 > 0.1 - not duplicate)
COMPARED: screenshot_008_01m32s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1062 > 0.1 - not duplicate)
KEPT: screenshot_008_01m32s.jpg (unique screenshot)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2201 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1206 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1246 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1178 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1198 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1166 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1183 > 0.1 - not duplicate)
COMPARED: screenshot_009_01m44s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1181 > 0.1 - not duplicate)
KEPT: screenshot_009_01m44s.jpg (unique screenshot)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2143 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1163 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1209 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1061 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1142 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1076 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1100 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1108 > 0.1 - not duplicate)
COMPARED: screenshot_010_01m58s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1173 > 0.1 - not duplicate)
KEPT: screenshot_010_01m58s.jpg (unique screenshot)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2136 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1314 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1289 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1203 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1226 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1247 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1187 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1209 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1295 > 0.1 - not duplicate)
COMPARED: screenshot_011_02m12s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1214 > 0.1 - not duplicate)
KEPT: screenshot_011_02m12s.jpg (unique screenshot)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2211 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1330 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1190 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1310 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1317 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1287 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1287 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1317 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1354 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1295 > 0.1 - not duplicate)
COMPARED: screenshot_012_02m15s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1115 > 0.1 - not duplicate)
KEPT: screenshot_012_02m15s.jpg (unique screenshot)
